"Square_id" "Abundance" "Richness" "Shannon" "Abundance.w2" "Abundance.2" "Shannon.w2" "Microplot_id" "Plot_id" "Crop" "Humidity"
"944" "OR1-R16-OR-3-12" 67 10 1.65516099390057 56 11 1.38619511970094 "OR1-R16-OR-3" "OR1-R16" "OR" 43
"945" "OR1-R16-OR-3-13" 49 9 1.80563223033171 31 18 1.81474450516141 "OR1-R16-OR-3" "OR1-R16" "OR" 44
"946" "OR1-R16-OR-3-14" 60 7 1.5396314752628 38 22 1.39337954805072 "OR1-R16-OR-3" "OR1-R16" "OR" 39
"947" "OR1-R16-OR-3-15" 74 8 1.60312187661034 43 31 1.58873047176556 "OR1-R16-OR-3" "OR1-R16" "OR" 41
"948" "OR1-R16-OR-3-16" 57 10 1.90857179318426 45 12 1.76563026182342 "OR1-R16-OR-3" "OR1-R16" "OR" 43
"949" "OR1-R16-OR-3-17" 37 9 1.90862297035706 34 3 1.7707994658332 "OR1-R16-OR-3" "OR1-R16" "OR" 41
"950" "OR1-R16-OR-3-18" 58 7 1.2865022457124 43 15 0.964274270487988 "OR1-R16-OR-3" "OR1-R16" "OR" 40
"951" "OR1-R16-OR-3-19" 47 8 1.58602099937175 35 12 1.36691747541957 "OR1-R16-OR-3" "OR1-R16" "OR" 39
"952" "OR1-R16-OR-3-2" 73 11 1.76704145259622 54 19 1.5411540183758 "OR1-R16-OR-3" "OR1-R16" "OR" 39
"953" "OR1-R16-OR-3-20" 64 7 1.16078279287042 43 21 0.785771106411702 "OR1-R16-OR-3" "OR1-R16" "OR" 40
"954" "OR1-R16-OR-3-21" 45 13 2.37425507287876 36 9 2.18318726960201 "OR1-R16-OR-3" "OR1-R16" "OR" 41
"955" "OR1-R16-OR-3-22" 32 6 1.44653067344431 31 1 1.34964632256987 "OR1-R16-OR-3" "OR1-R16" "OR" 41
"956" "OR1-R16-OR-3-23" 23 4 0.837809082186546 23 0 0.837809082186546 "OR1-R16-OR-3" "OR1-R16" "OR" 40
"957" "OR1-R16-OR-3-24" 45 5 0.910847602097659 36 9 0.425848449238581 "OR1-R16-OR-3" "OR1-R16" "OR" 40
"958" "OR1-R16-OR-3-25" 65 6 1.04964110736042 54 11 0.716175665749325 "OR1-R16-OR-3" "OR1-R16" "OR" 35
"959" "OR1-R16-OR-3-3" 63 9 1.66622516021591 35 28 1.55681953807839 "OR1-R16-OR-3" "OR1-R16" "OR" 39
"960" "OR1-R16-OR-3-4" 79 9 1.46311608020514 39 40 1.43993842024164 "OR1-R16-OR-3" "OR1-R16" "OR" 38
"961" "OR1-R16-OR-3-5" 87 9 1.62282379357931 49 38 1.45069137436747 "OR1-R16-OR-3" "OR1-R16" "OR" 45
"962" "OR1-R16-OR-3-6" 61 3 0.575848809730118 49 12 0.099623389466162 "OR1-R16-OR-3" "OR1-R16" "OR" 37
"963" "OR1-R16-OR-3-7" 107 10 1.50331096520532 93 14 1.22148940872445 "OR1-R16-OR-3" "OR1-R16" "OR" 42
"964" "OR1-R16-OR-3-8" 42 7 1.41323166171259 25 17 1.24040513178752 "OR1-R16-OR-3" "OR1-R16" "OR" 37
"965" "OR1-R16-OR-3-9" 61 5 1.46199824089366 43 18 1.21341589760222 "OR1-R16-OR-3" "OR1-R16" "OR" 39
"966" "OR1-R16-OR-4-1" 91 8 1.00731672377908 91 0 1.00731672377908 "OR1-R16-OR-4" "OR1-R16" "OR" 32
"967" "OR1-R16-OR-4-10" 66 10 1.8010648688767 65 1 1.74904986023592 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"968" "OR1-R16-OR-4-11" 71 9 1.27191075453724 67 4 1.11813395889381 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"969" "OR1-R16-OR-4-12" 76 5 1.16307375370243 65 11 0.824906075273545 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"970" "OR1-R16-OR-4-13" 106 6 0.74527364199974 102 4 0.607518298780084 "OR1-R16-OR-4" "OR1-R16" "OR" 39
"971" "OR1-R16-OR-4-14" 93 9 1.15398732934034 88 5 0.998203386382407 "OR1-R16-OR-4" "OR1-R16" "OR" 34
"972" "OR1-R16-OR-4-15" 54 10 1.93248054972911 48 6 1.78160451062184 "OR1-R16-OR-4" "OR1-R16" "OR" 38
"973" "OR1-R16-OR-4-16" 73 9 0.859470128977837 71 2 0.735042978612436 "OR1-R16-OR-4" "OR1-R16" "OR" 37
"974" "OR1-R16-OR-4-17" 80 6 1.09895455713245 80 0 1.09895455713245 "OR1-R16-OR-4" "OR1-R16" "OR" 39
"975" "OR1-R16-OR-4-18" 47 5 1.3236160160938 47 0 1.3236160160938 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"976" "OR1-R16-OR-4-19" 46 8 1.53254435283538 45 1 1.45954106736875 "OR1-R16-OR-4" "OR1-R16" "OR" 35
"977" "OR1-R16-OR-4-2" 118 10 1.22153370713623 114 4 1.11115782733841 "OR1-R16-OR-4" "OR1-R16" "OR" 23
"978" "OR1-R16-OR-4-20" 7 4 1.27703425946614 7 0 1.27703425946614 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"979" "OR1-R16-OR-4-21" 62 12 1.89369127545494 59 3 1.78639107223478 "OR1-R16-OR-4" "OR1-R16" "OR" 34
"980" "OR1-R16-OR-4-22" 66 8 1.69460839059784 63 3 1.5815915148315 "OR1-R16-OR-4" "OR1-R16" "OR" 40
"981" "OR1-R16-OR-4-23" 115 11 1.84314212184548 104 11 1.65708320856826 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"982" "OR1-R16-OR-4-24" 58 8 1.53853244106815 50 8 1.31931739150213 "OR1-R16-OR-4" "OR1-R16" "OR" 42
"983" "OR1-R16-OR-4-25" 12 4 1.12692879480068 11 1 0.916464885539471 "OR1-R16-OR-4" "OR1-R16" "OR" 37
"984" "OR1-R16-OR-4-3" 178 7 0.924933803075979 169 9 0.744787929887403 "OR1-R16-OR-4" "OR1-R16" "OR" 35
"985" "OR1-R16-OR-4-4" 80 8 1.69564523435227 67 13 1.49474977791739 "OR1-R16-OR-4" "OR1-R16" "OR" 40
"986" "OR1-R16-OR-4-5" 71 8 1.61068536218933 67 4 1.47713391625647 "OR1-R16-OR-4" "OR1-R16" "OR" 38
"987" "OR1-R16-OR-4-6" 65 9 1.53487561399961 63 2 1.44183372207214 "OR1-R16-OR-4" "OR1-R16" "OR" 37
"988" "OR1-R16-OR-4-7" 77 10 1.19859953892981 74 3 1.07588919970236 "OR1-R16-OR-4" "OR1-R16" "OR" 34
"989" "OR1-R16-OR-4-8" 128 7 0.914210977125147 119 9 0.709662589635343 "OR1-R16-OR-4" "OR1-R16" "OR" 36
"990" "OR1-R16-OR-4-9" 100 7 1.04820661465972 96 4 0.916940069714116 "OR1-R16-OR-4" "OR1-R16" "OR" 34
"991" "OR1-R16-OR-5-1" 30 6 1.7311591802657 24 6 1.53844594590938 "OR1-R16-OR-5" "OR1-R16" "OR" 38
"992" "OR1-R16-OR-5-10" 36 7 1.65699613111901 21 15 1.50128346393666 "OR1-R16-OR-5" "OR1-R16" "OR" 36
"993" "OR1-R16-OR-5-11" 52 6 1.4652003294468 52 0 1.4652003294468 "OR1-R16-OR-5" "OR1-R16" "OR" 38
"994" "OR1-R16-OR-5-12" 136 5 0.707935607756774 117 19 0.352793753592461 "OR1-R16-OR-5" "OR1-R16" "OR" 34
"995" "OR1-R16-OR-5-13" 74 6 1.00794663706966 24 50 0.815186210795646 "OR1-R16-OR-5" "OR1-R16" "OR" 35
"996" "OR1-R16-OR-5-14" 34 5 1.18779156158085 15 19 1.136916591833 "OR1-R16-OR-5" "OR1-R16" "OR" 34
"997" "OR1-R16-OR-5-15" 36 7 1.72439728433741 25 11 1.59681456296855 "OR1-R16-OR-5" "OR1-R16" "OR" 41
"998" "OR1-R16-OR-5-16" 18 5 1.58593411319266 15 3 1.36244748519163 "OR1-R16-OR-5" "OR1-R16" "OR" 37
"999" "OR1-R16-OR-5-17" 70 5 1.14408514216144 27 43 1.23742568017724 "OR1-R16-OR-5" "OR1-R16" "OR" 40
"1000" "OR1-R16-OR-5-18" 42 6 1.18593401489219 12 30 1.07513932400537 "OR1-R16-OR-5" "OR1-R16" "OR" 36
"1001" "OR1-R16-OR-5-19" 23 7 1.48186307095317 12 11 1.23426786607908 "OR1-R16-OR-5" "OR1-R16" "OR" 38
"1002" "OR1-R16-OR-5-2" 78 8 1.44064904734846 63 15 1.11923218394717 "OR1-R16-OR-5" "OR1-R16" "OR" 37
"1003" "OR1-R16-OR-5-20" 60 9 1.49259095508809 43 17 1.25095384641252 "OR1-R16-OR-5" "OR1-R16" "OR" 38
"1004" "OR1-R16-OR-5-21" 25 7 1.73250097904067 19 6 1.35349690863545 "OR1-R16-OR-5" "OR1-R16" "OR" 38
"1005" "OR1-R16-OR-5-22" 44 6 1.58245347804949 27 17 1.19829051868552 "OR1-R16-OR-5" "OR1-R16" "OR" 41
"1006" "OR1-R16-OR-5-23" 26 6 1.66187714189757 24 2 1.50657841626037 "OR1-R16-OR-5" "OR1-R16" "OR" 40
"1007" "OR1-R16-OR-5-24" 60 9 1.60363682132428 39 21 1.36797654400684 "OR1-R16-OR-5" "OR1-R16" "OR" 43
"1008" "OR1-R16-OR-5-25" 64 8 1.41159562946336 28 36 1.49687540670254 "OR1-R16-OR-5" "OR1-R16" "OR" 42
"1009" "OR1-R16-OR-5-3" 40 4 1.05183452792226 31 9 0.669252499593498 "OR1-R16-OR-5" "OR1-R16" "OR" 36
"1010" "OR1-R16-OR-5-4" 89 8 1.24856567216507 31 58 1.44817097735028 "OR1-R16-OR-5" "OR1-R16" "OR" 34
"1011" "OR1-R16-OR-5-5" 51 10 1.54113384012464 21 30 1.88863184948645 "OR1-R16-OR-5" "OR1-R16" "OR" 39
"1012" "OR1-R16-OR-5-6" 47 8 1.67548292991224 41 6 1.48287248721335 "OR1-R16-OR-5" "OR1-R16" "OR" 39
"1013" "OR1-R16-OR-5-7" 74 7 1.5233853708302 46 28 1.28988696010743 "OR1-R16-OR-5" "OR1-R16" "OR" 34
"1014" "OR1-R16-OR-5-8" 52 6 1.06929902710628 29 23 0.544599623682167 "OR1-R16-OR-5" "OR1-R16" "OR" 32
"1015" "OR1-R16-OR-5-9" 32 7 1.60229816522703 19 13 1.19136951567268 "OR1-R16-OR-5" "OR1-R16" "OR" 35
"1016" "OR2-D16-OR-1-1" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 13.3
"1017" "OR2-D16-OR-1-11" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 13.8
"1018" "OR2-D16-OR-1-13" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 15.4
"1019" "OR2-D16-OR-1-15" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 12.5
"1020" "OR2-D16-OR-1-17" 1 1 0 0 1 0 "OR2-D16-OR-1" "OR2-D16" "OR" 13.5
"1021" "OR2-D16-OR-1-19" 1 1 0 1 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 15.1
"1022" "OR2-D16-OR-1-21" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 11.4
"1023" "OR2-D16-OR-1-23" 1 1 0 0 1 0 "OR2-D16-OR-1" "OR2-D16" "OR" 16.7
"1024" "OR2-D16-OR-1-25" 1 1 0 0 1 0 "OR2-D16-OR-1" "OR2-D16" "OR" 13.5
"1025" "OR2-D16-OR-1-3" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 13.3
"1026" "OR2-D16-OR-1-5" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 21.2
"1027" "OR2-D16-OR-1-7" 1 1 0 0 1 0 "OR2-D16-OR-1" "OR2-D16" "OR" 9.8
"1028" "OR2-D16-OR-1-9" 0 0 0 0 0 0 "OR2-D16-OR-1" "OR2-D16" "OR" 9.8
"1029" "OR2-D16-OR-2-1" 1 1 0 0 1 0 "OR2-D16-OR-2" "OR2-D16" "OR" 12.3
"1030" "OR2-D16-OR-2-11" 1 1 0 0 1 0 "OR2-D16-OR-2" "OR2-D16" "OR" 25.4
"1031" "OR2-D16-OR-2-13" 0 0 0 0 0 0 "OR2-D16-OR-2" "OR2-D16" "OR" 9
"1032" "OR2-D16-OR-2-15" 0 0 0 0 0 0 "OR2-D16-OR-2" "OR2-D16" "OR" 13.4
"1033" "OR2-D16-OR-2-17" 1 1 0 0 1 0 "OR2-D16-OR-2" "OR2-D16" "OR" 19.8
"1034" "OR2-D16-OR-2-19" 1 1 0 0 1 0 "OR2-D16-OR-2" "OR2-D16" "OR" 15.2
"1035" "OR2-D16-OR-2-21" 4 1 0 0 4 0 "OR2-D16-OR-2" "OR2-D16" "OR" 13.4
"1036" "OR2-D16-OR-2-23" 4 1 0 0 4 0 "OR2-D16-OR-2" "OR2-D16" "OR" 15.9
"1037" "OR2-D16-OR-2-25" 2 1 0 0 2 0 "OR2-D16-OR-2" "OR2-D16" "OR" 15
"1038" "OR2-D16-OR-2-3" 1 1 0 0 1 0 "OR2-D16-OR-2" "OR2-D16" "OR" 12.3
"1039" "OR2-D16-OR-2-5" 0 0 0 0 0 0 "OR2-D16-OR-2" "OR2-D16" "OR" 29.7
"1040" "OR2-D16-OR-2-7" 5 2 0.500402423538188 1 4 0 "OR2-D16-OR-2" "OR2-D16" "OR" 17
"1041" "OR2-D16-OR-2-9" 1 1 0 0 1 0 "OR2-D16-OR-2" "OR2-D16" "OR" 19.8
"1042" "OR2-D16-OR-3-1" 1 1 0 0 1 0 "OR2-D16-OR-3" "OR2-D16" "OR" 3.1
"1043" "OR2-D16-OR-3-11" 1 1 0 0 1 0 "OR2-D16-OR-3" "OR2-D16" "OR" 12.3
"1044" "OR2-D16-OR-3-13" 1 1 0 1 0 0 "OR2-D16-OR-3" "OR2-D16" "OR" 10.7
"1045" "OR2-D16-OR-3-15" 1 1 0 0 1 0 "OR2-D16-OR-3" "OR2-D16" "OR" 11.4
"1046" "OR2-D16-OR-3-17" 3 1 0 0 3 0 "OR2-D16-OR-3" "OR2-D16" "OR" 14.7
"1047" "OR2-D16-OR-3-19" 3 1 0 0 3 0 "OR2-D16-OR-3" "OR2-D16" "OR" 13.5
"1048" "OR2-D16-OR-3-21" 8 1 0 0 8 0 "OR2-D16-OR-3" "OR2-D16" "OR" 8.5
"1049" "OR2-D16-OR-3-23" 3 2 0.636514168294813 1 2 0 "OR2-D16-OR-3" "OR2-D16" "OR" 12.6
"1050" "OR2-D16-OR-3-25" 1 1 0 0 1 0 "OR2-D16-OR-3" "OR2-D16" "OR" 15.8
"1051" "OR2-D16-OR-3-3" 1 1 0 0 1 0 "OR2-D16-OR-3" "OR2-D16" "OR" 7.6
"1052" "OR2-D16-OR-3-5" 0 0 0 0 0 0 "OR2-D16-OR-3" "OR2-D16" "OR" 7.8
"1053" "OR2-D16-OR-3-7" 2 1 0 0 2 0 "OR2-D16-OR-3" "OR2-D16" "OR" 13.4
"1054" "OR2-D16-OR-3-9" 1 1 0 0 1 0 "OR2-D16-OR-3" "OR2-D16" "OR" 10.1
"1055" "OR2-D16-OR-4-1" 0 0 0 0 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 15.6
"1056" "OR2-D16-OR-4-11" 1 1 0 1 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 12.5
"1057" "OR2-D16-OR-4-13" 0 0 0 0 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 10.4
"1058" "OR2-D16-OR-4-15" 1 1 0 0 1 0 "OR2-D16-OR-4" "OR2-D16" "OR" 12
"1059" "OR2-D16-OR-4-17" 0 0 0 0 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 11.6
"1060" "OR2-D16-OR-4-19" 0 0 0 0 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 4.2
"1061" "OR2-D16-OR-4-21" 1 1 0 0 1 0 "OR2-D16-OR-4" "OR2-D16" "OR" 6.3
"1062" "OR2-D16-OR-4-23" 1 1 0 0 1 0 "OR2-D16-OR-4" "OR2-D16" "OR" 9.9
"1063" "OR2-D16-OR-4-25" 1 1 0 0 1 0 "OR2-D16-OR-4" "OR2-D16" "OR" 9.2
"1064" "OR2-D16-OR-4-3" 1 1 0 1 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 12.9
"1065" "OR2-D16-OR-4-5" 1 1 0 0 1 0 "OR2-D16-OR-4" "OR2-D16" "OR" 18.6
"1066" "OR2-D16-OR-4-7" 4 1 0 4 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 12.7
"1067" "OR2-D16-OR-4-9" 1 1 0 1 0 0 "OR2-D16-OR-4" "OR2-D16" "OR" 11.3
"1068" "OR2-D16-OR-5-1" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 19.3
"1069" "OR2-D16-OR-5-11" 2 1 0 2 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 20.4
"1070" "OR2-D16-OR-5-13" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 16.1
"1071" "OR2-D16-OR-5-15" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 17.3
"1072" "OR2-D16-OR-5-17" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 8.1
"1073" "OR2-D16-OR-5-19" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 13
"1074" "OR2-D16-OR-5-21" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 12.3
"1075" "OR2-D16-OR-5-23" 2 1 0 0 2 0 "OR2-D16-OR-5" "OR2-D16" "OR" 8.2
"1076" "OR2-D16-OR-5-25" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 14.1
"1077" "OR2-D16-OR-5-3" 1 1 0 1 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 16
"1078" "OR2-D16-OR-5-5" 1 1 0 0 1 0 "OR2-D16-OR-5" "OR2-D16" "OR" 17.9
"1079" "OR2-D16-OR-5-7" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 11.8
"1080" "OR2-D16-OR-5-9" 0 0 0 0 0 0 "OR2-D16-OR-5" "OR2-D16" "OR" 23.4
"1081" "OR2-R16-OR-1-1" 1 1 0 0 1 0 "OR2-R16-OR-1" "OR2-R16" "OR" 32.5
"1082" "OR2-R16-OR-1-10" 1 1 0 1 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 42.1
"1083" "OR2-R16-OR-1-11" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 31.8
"1084" "OR2-R16-OR-1-12" 1 1 0 1 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 27.4
"1085" "OR2-R16-OR-1-13" 2 1 0 0 2 0 "OR2-R16-OR-1" "OR2-R16" "OR" 39
"1086" "OR2-R16-OR-1-14" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 36
"1087" "OR2-R16-OR-1-15" 1 1 0 1 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 38
"1088" "OR2-R16-OR-1-16" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 31
"1089" "OR2-R16-OR-1-17" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 35
"1090" "OR2-R16-OR-1-18" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 35
"1091" "OR2-R16-OR-1-19" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 39
"1092" "OR2-R16-OR-1-2" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 33.6
"1093" "OR2-R16-OR-1-20" 1 1 0 0 1 0 "OR2-R16-OR-1" "OR2-R16" "OR" 40
"1094" "OR2-R16-OR-1-21" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 25
"1095" "OR2-R16-OR-1-22" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 36
"1096" "OR2-R16-OR-1-23" 1 1 0 1 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 47
"1097" "OR2-R16-OR-1-24" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 39
"1098" "OR2-R16-OR-1-25" 1 1 0 0 1 0 "OR2-R16-OR-1" "OR2-R16" "OR" 46
"1099" "OR2-R16-OR-1-3" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 29.5
"1100" "OR2-R16-OR-1-4" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 35.2
"1101" "OR2-R16-OR-1-5" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 36.2
"1102" "OR2-R16-OR-1-6" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 28.8
"1103" "OR2-R16-OR-1-7" 2 2 0.693147180559945 1 1 0 "OR2-R16-OR-1" "OR2-R16" "OR" 36.4
"1104" "OR2-R16-OR-1-8" 1 1 0 0 1 0 "OR2-R16-OR-1" "OR2-R16" "OR" 39.6
"1105" "OR2-R16-OR-1-9" 0 0 0 0 0 0 "OR2-R16-OR-1" "OR2-R16" "OR" 38.2
"1106" "OR2-R16-OR-2-1" 1 1 0 0 1 0 "OR2-R16-OR-2" "OR2-R16" "OR" 39
"1107" "OR2-R16-OR-2-10" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 36
"1108" "OR2-R16-OR-2-11" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 36
"1109" "OR2-R16-OR-2-12" 1 1 0 0 1 0 "OR2-R16-OR-2" "OR2-R16" "OR" 31
"1110" "OR2-R16-OR-2-13" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 38
"1111" "OR2-R16-OR-2-14" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 47
"1112" "OR2-R16-OR-2-15" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 40
"1113" "OR2-R16-OR-2-16" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 43
"1114" "OR2-R16-OR-2-17" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 39
"1115" "OR2-R16-OR-2-18" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 41
"1116" "OR2-R16-OR-2-19" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 43
"1117" "OR2-R16-OR-2-2" 1 1 0 0 1 0 "OR2-R16-OR-2" "OR2-R16" "OR" 44
"1118" "OR2-R16-OR-2-20" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 33
"1119" "OR2-R16-OR-2-21" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 40
"1120" "OR2-R16-OR-2-22" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 42
"1121" "OR2-R16-OR-2-23" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 38
"1122" "OR2-R16-OR-2-24" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 35
"1123" "OR2-R16-OR-2-25" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 38
"1124" "OR2-R16-OR-2-3" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 41
"1125" "OR2-R16-OR-2-4" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 38
"1126" "OR2-R16-OR-2-5" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 33
"1127" "OR2-R16-OR-2-6" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 39
"1128" "OR2-R16-OR-2-7" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 37
"1129" "OR2-R16-OR-2-8" 0 0 0 0 0 0 "OR2-R16-OR-2" "OR2-R16" "OR" 50
"1130" "OR2-R16-OR-2-9" 1 1 0 0 1 0 "OR2-R16-OR-2" "OR2-R16" "OR" 39
"1131" "OR2-R16-OR-3-1" 2 2 0.693147180559945 2 0 0.693147180559945 "OR2-R16-OR-3" "OR2-R16" "OR" 28
"1132" "OR2-R16-OR-3-10" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 37
"1133" "OR2-R16-OR-3-11" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 37
"1134" "OR2-R16-OR-3-12" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 35
"1135" "OR2-R16-OR-3-13" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 36
"1136" "OR2-R16-OR-3-14" 1 1 0 0 1 0 "OR2-R16-OR-3" "OR2-R16" "OR" 40
"1137" "OR2-R16-OR-3-15" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 42
"1138" "OR2-R16-OR-3-16" 2 2 0.693147180559945 1 1 0 "OR2-R16-OR-3" "OR2-R16" "OR" 33
"1139" "OR2-R16-OR-3-17" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 32
"1140" "OR2-R16-OR-3-18" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 36
"1141" "OR2-R16-OR-3-19" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 40
"1142" "OR2-R16-OR-3-2" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 28
"1143" "OR2-R16-OR-3-20" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 34
"1144" "OR2-R16-OR-3-21" 1 1 0 0 1 0 "OR2-R16-OR-3" "OR2-R16" "OR" 34
"1145" "OR2-R16-OR-3-22" 2 2 0.693147180559945 2 0 0.693147180559945 "OR2-R16-OR-3" "OR2-R16" "OR" 36
"1146" "OR2-R16-OR-3-23" 1 1 0 1 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 37
"1147" "OR2-R16-OR-3-24" 1 1 0 1 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 34
"1148" "OR2-R16-OR-3-25" 1 1 0 1 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 41
"1149" "OR2-R16-OR-3-3" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 31
"1150" "OR2-R16-OR-3-4" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 28
"1151" "OR2-R16-OR-3-5" 1 1 0 1 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 35
"1152" "OR2-R16-OR-3-6" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 35
"1153" "OR2-R16-OR-3-7" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 34
"1154" "OR2-R16-OR-3-8" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 31
"1155" "OR2-R16-OR-3-9" 0 0 0 0 0 0 "OR2-R16-OR-3" "OR2-R16" "OR" 32
"1156" "OR2-R16-OR-4-1" 0 0 0 0 0 0 "OR2-R16-OR-4" "OR2-R16" "OR" 35
"1157" "OR2-R16-OR-4-10" 0 0 0 0 0 0 "OR2-R16-OR-4" "OR2-R16" "OR" 33
"1158" "OR2-R16-OR-4-11" 0 0 0 0 0 0 "OR2-R16-OR-4" "OR2-R16" "OR" 32
